schema,mongo_query,natural_language_query,additional_info
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""movement_data.is_highway"": true, ""timestamp"": {""$gte"": ISODate(""2023-12-01T00:00:00Z"")}})",Retrieve all vehicle movements on a highway that are recorded after 2023-12-01,after 2023-12-01T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""movement_data.speed"": {""$lt"": 60}, ""environment.weather_condition"": ""rainy""})",Find vehicle movements with speed under 60 km/h in a rainy condition,na
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""vehicle.license_plate"": ""ABC123"", ""timestamp"": {""$gte"": ISODate(""2024-03-10T00:00:00Z""), ""$lt"": ISODate(""2024-03-11T00:00:00Z"")}})",Find vehicles with license plate 'ABC123' in the last 24 hours,between 2024-03-10T00:00:00Z and 2024-03-11T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""timestamp"": {""$gte"": ISODate('2024-01-01T11:00:00Z')}}).sort({""movement_data.speed"": -1}).limit(5)",Get the top 5 fastest vehicle movements in the last hour,within last hour
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""timestamp"": {""$gte"": ISODate('2024-03-15T00:00:00Z'), ""$lt"": ISODate('2024-03-16T00:00:00Z')}, ""environment.light_condition"": ""nighttime""})","Show all movements on March 15, 2024, that are recorded at night",on 2024-03-15T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""timestamp"": {""$gte"": ISODate(""2024-01-15T00:00:00Z""), ""$lt"": ISODate(""2024-01-16T00:00:00Z"")}, ""environment.light_condition"": ""daylight""})",List vehicle movements recorded on 2024-01-15 with light conditions 'daylight',on 2024-01-15T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""movement_data.speed"": {""$gt"": 80}}).sort({""timestamp"": -1}).limit(10)",Show latest 10 movements where speed is greater than 80 km/h,na
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""camera_id"": ""C789""}).sort({""movement_data.speed"": -1})",List all movements from camera 'C789' sorted by speed in descending order,na
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""vehicle.make"": ""Ford"", ""movement_data.is_highway"": true})",Get movements with vehicle make 'Ford' and check if they are on a highway or not,na
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""vehicle.license_plate"": {""$regex"": ""^XYZ.*$""}})",Find vehicle movements where the license plate matches the regex '^XYZ.*$',na
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""timestamp"": {""$gte"": ISODate('2024-03-10T00:00:00Z'), ""$lt"": ISODate('2024-03-12T00:00:00Z')}, ""environment.weather_condition"": ""rainy""})",Find vehicle movements in wet weather captured in the last 48 hours,between 2024-03-10T00:00:00Z and 2024-03-12T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""timestamp"": {""$gte"": ISODate(""2023-12-25T00:00:00Z""), ""$lt"": ISODate(""2023-12-26T00:00:00Z"")}, ""movement_data.speed"": {""$gt"": 50}})","Retrieve movements of vehicles on December 25, 2023, with speed above 50 km/h",on 2023-12-25T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.find({""vehicle.license_plate"": ""LMN456"", ""timestamp"": {""$gte"": ISODate(""2024-02-01T00:00:00Z"")}})",Show movements with license plate 'LMN456' and capture times after 2024-02-01,after 2024-02-01T00:00:00Z
"{""collections"": [{""name"": ""vehicle_movements"", ""document"": {""properties"": {""movement_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the vehicle movement record""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the vehicle movement was detected""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""ID of the camera that captured the vehicle movement""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Toyota, Ford)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle (e.g., Camry, F-150)""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle (e.g., red, blue)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}}, ""movement_data"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., north, south)""}, ""is_highway"": {""bsonType"": ""bool"", ""description"": ""Flag indicating if the vehicle is on a highway""}}}, ""environment"": {""bsonType"": ""object"", ""properties"": {""weather_condition"": {""bsonType"": ""string"", ""description"": ""Weather conditions during the movement (e.g., clear, rainy)""}, ""light_condition"": {""bsonType"": ""string"", ""description"": ""Light conditions (e.g., daylight, nighttime)""}}}, ""event_notes"": {""bsonType"": ""string"", ""description"": ""Any additional notes regarding the vehicle movement""}}}}], ""version"": 1}","db.vehicle_movements.aggregate([{ $group: { _id: '$vehicle.license_plate', count: { $sum: 1 } } }, { $match: { count: { $gt: 5 } } }, { $lookup: { from: 'vehicle_movements', localField: '_id', foreignField: 'vehicle.license_plate', as: 'movements' } }, { $unwind: '$movements' }, { $replaceRoot: { newRoot: '$movements' } }])",List movements involving vehicles that have been detected more than 5 times,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""The date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident occurred""}, ""state"": {""bsonType"": ""string"", ""description"": ""State where the incident occurred""}, ""street_address"": {""bsonType"": ""string"", ""description"": ""Street address of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident (1-5 scale)""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (brand)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number""}}}}, ""person_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""name"": {""bsonType"": ""string"", ""description"": ""Name of the person involved in the incident""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""injuries"": {""bsonType"": ""bool"", ""description"": ""Indicates if the person sustained injuries""}}}}, ""response_units"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""unit_type"": {""bsonType"": ""string"", ""description"": ""Type of response unit (e.g., police, ambulance)""}, ""arrival_time"": {""bsonType"": ""date"", ""description"": ""Timestamp when the response unit arrived at the scene""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Description of the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({""vehicles_involved.color"": ""red""})",Find all incidents involving a red vehicle.,na
